accession_number,description,strain,organism,isolation_source,host,country,collection_date,size,reference,genotype
ON022636,"Yellow fever virus isolate PNH2636, partial genome",PNH2636,Yellow fever virus,liver,Callicebus,Brazil,19-Oct-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022635,"Yellow fever virus isolate PNH1830, partial genome",PNH1830,Yellow fever virus,liver,Non-human primate,Brazil,20-Jul-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022634,"Yellow fever virus isolate PNH2399, partial genome",PNH2399,Yellow fever virus,pool,Alouatta,Brazil,07-Nov-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022633,"Yellow fever virus isolate PNH2743, partial genome",PNH2743,Yellow fever virus,liver,Alouatta,Brazil,22-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022632,"Yellow fever virus isolate PNH2731, partial genome",PNH2731,Yellow fever virus,liver,Alouatta,Brazil,20-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022631,"Yellow fever virus isolate PNH2728, partial genome",PNH2728,Yellow fever virus,liver,Alouatta,Brazil,21-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022630,"Yellow fever virus isolate PNH2725, partial genome",PNH2725,Yellow fever virus,liver,Alouatta,Brazil,21-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022629,"Yellow fever virus isolate PNH2715, partial genome",PNH2715,Yellow fever virus,liver,Alouatta,Brazil,12-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022628,"Yellow fever virus isolate PNH2707, partial genome",PNH2707,Yellow fever virus,liver,Alouatta,Brazil,12-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022627,"Yellow fever virus isolate PNH2702, partial genome",PNH2702,Yellow fever virus,liver,Alouatta,Brazil,12-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022626,"Yellow fever virus isolate PNH2402, partial genome",PNH2402,Yellow fever virus,pool,Alouatta,Brazil,14-Nov-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022625,"Yellow fever virus isolate PNH2694, partial genome",PNH2694,Yellow fever virus,liver,Alouatta,Brazil,19-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022624,"Yellow fever virus isolate PNH2688, partial genome",PNH2688,Yellow fever virus,liver,Alouatta,Brazil,17-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022623,"Yellow fever virus isolate PNH2686, partial genome",PNH2686,Yellow fever virus,pool,Alouatta,Brazil,13-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022622,"Yellow fever virus isolate PNH2691, partial genome",PNH2691,Yellow fever virus,liver,Alouatta,Brazil,07-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022621,"Yellow fever virus isolate PNH1262, partial genome",PNH1262,Yellow fever virus,liver,Non-human primate,Brazil,12-Apr-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022620,"Yellow fever virus isolate PNH2683, partial genome",PNH2683,Yellow fever virus,liver,Alouatta,Brazil,14-Dec-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022619,"Yellow fever virus isolate PNH1301, partial genome",PNH1301,Yellow fever virus,liver,Alouatta,Brazil,28-Apr-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022618,"Yellow fever virus isolate PNH1265, partial genome",PNH1265,Yellow fever virus,liver,Non-human primate,Brazil,16-Apr-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022617,"Yellow fever virus isolate PNH1299, partial genome",PNH1299,Yellow fever virus,liver,Alouatta,Brazil,03-May-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022616,"Yellow fever virus isolate PNH1238, partial genome",PNH1238,Yellow fever virus,liver,Alouatta,Brazil,20-Apr-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
ON022615,"Yellow fever virus isolate PNH1255, partial genome",PNH1255,Yellow fever virus,liver,Alouatta,Brazil,10-Apr-2017,10172,"location: [0:10172]
authors: Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.
title: Phylodynamic quantification of viral zoonoses at the animal-human interface
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
